area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,0.0,Suragajakkanahalli,3 Bedroom,PrhyaK ,11,3.0,2.0,74.0
0,1.0,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25
3,1.0,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0
1,1.0,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0
3,1.0,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0
3,0.0,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35
2,1.0,RMV,3 Bedroom,,2000,3.0,2.0,365.0
3,1.0,Banashankari3rd stage bigbazar,3 BHK,,1762,3.0,1.0,125.0
3,0.0,Bagalur Main Road,2 BHK,,950,2.0,2.0,50.0
3,1.0,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0
3,0.0,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0
3,1.0,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04
3,1.0,MS Pallya,3 BHK,,1200,3.0,0.0,90.0
2,1.0,Binny Mills Employees Colony,4 Bedroom,,1500,4.0,2.0,230.0
0,1.0,Bannerghatta Road,1 BHK,,500,1.0,1.0,18.5
3,1.0,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0
3,0.0,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66
0,1.0,Bellandur,2 BHK,,1205,2.0,3.0,66.0
3,1.0,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0
0,1.0,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0
3,1.0,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0
3,1.0,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0
0,1.0,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0
3,1.0,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0
3,0.0,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0
3,1.0,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8
3,1.0,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0
3,1.0,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0
3,0.0,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9
3,1.0,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0
3,0.0,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0
3,1.0,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0
0,1.0,Mahadevpura,2 BHK,Neagar ,1451,2.0,,90.0
2,0.0,Anekal,2 Bedroom,,1200,1.0,1.0,36.0
3,1.0,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0
0,1.0,Kengeri,2 BHK,,1000,2.0,1.0,25.0
3,1.0,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0
0,0.0,"Hoodi Circle, ",3 BHK,,1629,3.0,2.0,79.0
0,1.0,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0
3,0.0,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0
0,1.0,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79
3,1.0,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0
3,0.0,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0
3,1.0,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0
0,1.0,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0
0,1.0,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0
0,1.0,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0
3,1.0,K N Extension,6 BHK,,700,3.0,,120.0
0,1.0,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0
3,1.0,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0
3,1.0,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0
3,1.0,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0
2,1.0,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0
3,1.0,Gokula Extension,4 BHK,,1200,4.0,1.0,175.0
3,1.0,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0
2,1.0,Kamakshipalya,2 Bedroom,,1000,2.0,0.0,165.0
2,1.0,Bannerghatta Road,4 Bedroom,,1200,2.0,0.0,125.0
3,1.0,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0
3,0.0,Rajaji Nagar,7 BHK,,12000,6.0,3.0,2200.0
2,1.0,Sultan Palaya,2 Bedroom,,550,1.0,1.0,62.0
3,1.0,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5
3,1.0,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,,38.0
3,1.0,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0
2,1.0,Mahalakshmi Layout,6 Bedroom,,1200,7.0,3.0,250.0
3,1.0,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5
0,1.0,Amco Colony,3 BHK,Hoeatan,1760,3.0,2.0,88.0
3,1.0,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0
2,1.0,Nagarbhavi,3 Bedroom,,1350,3.0,2.0,150.0
2,0.0,Anandapura,2 Bedroom,,1000,2.0,1.0,55.0
0,0.0,Bommasandra Industrial Area,2 BHK,,1090,2.0,2.0,31.48
2,1.0,TC Palaya,2 Bedroom,,1200,2.0,0.0,60.0
3,1.0,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0
3,0.0,Bommasandra,2 BHK,DSoodil,1060,2.0,1.0,26.5
3,1.0,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0
0,1.0,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0
2,1.0,Chandapura,6 Bedroom,,1533,5.0,3.0,85.0
3,0.0,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0
3,1.0,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0
3,1.0,Samethanahalli,2 BHK,SPontna,1069,2.0,1.0,55.0
3,1.0,Marathahalli,3 BHK,Prionad,1933,3.0,2.0,140.0
0,0.0,Hosur Road,2 BHK,PuendWe,1194,2.0,0.0,69.0
3,1.0,Brookefield,2 BHK,Danna S,1150,2.0,3.0,69.0
3,1.0,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1
2,1.0,7th Phase JP Nagar,8 Bedroom,,1200,8.0,,250.0
3,1.0,Richmond Town,3 BHK,Bltonin,2150,4.0,,240.0
3,1.0,Suddaguntepalya,3 BHK,MSanaer,1450,3.0,2.0,55.0
3,0.0,Udayapur Village,3 BHK,Plowsri,1630,3.0,2.0,68.29
3,1.0,Dasanapura,2 BHK,Tavenew,708,1.0,1.0,40.0
2,1.0,Kasavanhalli,3 Bedroom,,1000,4.0,3.0,110.0
2,1.0,Whitefield,4 Bedroom,,11890,4.0,3.0,700.0
3,1.0,Bellandur,2 BHK,Ocavees,1250,2.0,1.0,76.0
3,1.0,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0
3,1.0,Sarjapur  Road,3 BHK,,1670,2.0,3.0,57.0
3,1.0,Ardendale,3 BHK,SoystAm,1750,3.0,2.0,100.0
3,1.0,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0
3,1.0,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0
0,0.0,Electronic City,1 BHK,Prarkun,630,1.0,1.0,34.65
3,1.0,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,135.0
3,1.0,Hulimavu,3 BHK,,1650,3.0,2.0,78.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47
2,1.0,Giri Nagar,3 Bedroom,Bancyri,1800,3.0,2.0,252.0
3,0.0,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03
2,1.0,Thippasandra,4 Bedroom,,1200,4.0,2.0,200.0
3,1.0,Hormavu,2 BHK,ElavuHo,1150,2.0,2.0,55.0
0,1.0,Chikkabidarakallu,4 Bedroom,Gontyol,3309,4.0,3.0,325.0
3,0.0,Chandapura,3 BHK,SunceEs,1190,2.0,2.0,30.35
3,1.0,AECS Layout,3 BHK,DSutyng,1620,3.0,2.0,98.0
3,0.0,Marathahalli,2 BHK,,950,2.0,1.0,46.96
3,1.0,1 Giri Nagar,11 BHK,Bancyri,5000,9.0,3.0,360.0
3,1.0,Harlur,3 BHK,SrEndPo,2450,3.0,0.0,120.0
3,0.0,Electronic City Phase II,3 BHK,Sryalan,1220,2.0,1.0,35.23
3,1.0,Hoysalanagar,2 BHK,RKntsrt,850,2.0,1.0,30.0
0,1.0,Padmanabhanagar,2 BHK,,1020,2.0,2.0,63.0
0,1.0,Chikkalasandra,2 BHK,,1100,2.0,2.0,50.0
3,1.0,Defence Colony,2 BHK,Vantspa,1150,2.0,2.0,126.0
3,0.0,Hebbal,3 BHK,Mahosya,1760,2.0,2.0,130.0
3,1.0,Ambalipura,3 BHK,,1800,3.0,3.0,110.0
3,1.0,Akshaya Nagar,2 BHK,,1070,2.0,1.0,54.0
2,1.0,2nd Stage Nagarbhavi,4 Bedroom,,1500,4.0,2.0,220.0
2,1.0,Vidyaranyapura,2 Bedroom,,1440,2.0,0.0,95.0
3,1.0,Amruthahalli,2 BHK,Prowsi ,900,2.0,1.0,40.0
0,1.0,ITI Employees Layout,4 BHK,,1200,4.0,1.0,230.0
3,0.0,Whitefield,2 BHK,SMuilan,1130,2.0,1.0,42.16
3,1.0,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,165.0
3,0.0,Kodigehalli,2 BHK,,1270,2.0,1.0,98.0
0,1.0,Patelappa Layout,2 BHK,Sryamar,1200,2.0,1.0,62.0
3,1.0,Ring Road Nagarbhavi,4 BHK,,4800,4.0,,235.0
3,1.0,NS Palya,2 BHK,,1200,2.0,1.0,74.0
3,1.0,Subramanyapura,2 BHK,Prldsri,929,2.0,0.0,50.17
0,1.0,RMV 2nd Stage,4 BHK,LiaveEn,1150,4.0,2.0,260.0
2,1.0,Basavangudi,4 Bedroom,,1125,4.0,3.0,180.0
2,1.0,Kenchenahalli,5 Bedroom,,500,3.0,2.0,65.0
2,1.0,3rd Block Hrbr Layout,5 Bedroom,Bemesrm,1200,5.0,2.0,190.0
3,1.0,KUDLU MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0
3,1.0,7th Phase JP Nagar,4 BHK,,3600,4.0,3.0,400.0
2,1.0,Bank Avenue,4 Bedroom,,2000,4.0,2.0,99.0
3,1.0,Chikkalasandra,2 BHK,,1208,2.0,1.0,49.0
3,1.0,Hebbal Kempapura,2 BHK,Vrensn ,1130,2.0,2.0,60.0
3,1.0,Surabhi Layout,3 BHK,VDdonel,1753,3.0,2.0,120.0
3,1.0,Old Madras Road,5 BHK,Brica E,4500,7.0,3.0,337.0
2,1.0,Banjara Layout,3 Bedroom,,600,3.0,2.0,58.0
3,0.0,Hoodi,2 BHK,GoAirej,1196,2.0,2.0,94.42
0,1.0,5th Phase JP Nagar,2 BHK,Prenty ,1150,3.0,3.0,52.5
3,0.0,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,63.0
3,1.0,Omkar Nagar,2 BHK,Shinei ,1000,2.0,1.0,53.0
3,1.0,Yelahanka,2 BHK,Apows M,1035,2.0,1.0,45.0
0,1.0,Kereguddadahalli,2 BHK,,950,2.0,1.0,32.0
3,1.0,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,36.0
3,1.0,Whitefield,2 BHK,SVineun,1040,2.0,1.0,48.5
2,0.0,Maragondanahalli,2 Bedroom,,720,2.0,1.0,45.0
3,1.0,Lingadheeranahalli,3 BHK,Soiewre,1511,3.0,1.0,95.0
0,1.0,Silk Board,3 BHK,,1300,3.0,1.0,58.0
3,0.0,Hoodi,3 BHK,Caycend,1545,3.0,1.0,68.75
0,1.0,Shampura,1 BHK,,375,2.0,0.0,26.0
3,1.0,Vidyaranyapura,2 BHK,,1062,2.0,3.0,38.0
3,1.0,Kada Agrahara,2 BHK,,1115,2.0,1.0,40.0
3,1.0,JP Nagar,2 BHK,DSvvyx ,1000,2.0,1.0,35.0
3,0.0,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,45.0
3,0.0,Sarjapur  Road,2 BHK,Brareio,1195,2.0,1.0,70.0
2,1.0,BHEL Layout,4 Bedroom,,1200,3.0,1.0,165.0
0,1.0,Medahalli,1 Bedroom,,700,1.0,0.0,41.0
3,1.0,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.0
2,1.0,8th Phase JP Nagar,4 Bedroom,,660,4.0,2.0,90.0
2,1.0,Banashankari Stage III,4 Bedroom,,8500,4.0,2.0,145.0
3,1.0,Kashi Nagar,4 BHK,,1600,4.0,1.0,80.0
3,0.0,Haralur Road,4 BHK,SNnia E,2805,5.0,3.0,154.0
3,1.0,Begur Road,3 BHK,,1584,3.0,,65.0
2,1.0,Sector 7 HSR Layout,4 Bedroom,,3000,5.0,1.0,275.0
0,1.0,Hosur Road,3 BHK,,1175,2.0,2.0,48.0
0,0.0,"Yemlur, Old Airport Road, ",3 BHK,,1595,3.0,2.0,115.0
3,1.0,VHBCS Layout,2 BHK,OlarkLa,1353,2.0,2.0,110.0
3,0.0,Electronic City,3 BHK,Prarkun,1599,3.0,2.0,125.0
3,1.0,Whitefield,2 BHK,SuMTBPr,1150,2.0,1.0,70.0
3,0.0,Jakkur,4 BHK,Lecco C,5230,6.0,1.0,465.0
3,1.0,KR Puram,2 BHK,Jahidva,1155,2.0,2.0,42.74
0,1.0,Ittamadu,1 BHK,,1200,2.0,0.0,85.0
3,0.0,Electronic City Phase II,2 BHK,,1000,2.0,1.0,25.0
3,1.0,Thanisandra,4 BHK,,3000,4.0,,120.0
0,1.0,Rajiv Nagar,3 BHK,PuoodSk,1867,3.0,1.0,160.0
3,0.0,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.0
3,0.0,Gattahalli,2 BHK,Arano M,1028,2.0,1.0,45.5
3,1.0,Arekere,2 BHK,Amngsag,1222,2.0,2.0,45.0
3,1.0,Bannerghatta Road,3 BHK,SNity S,1170,2.0,1.0,66.0
3,1.0,Hebbal,3 BHK,Kacesh ,2400,4.0,1.0,245.0
3,1.0,Ramanjaneyanagar,3 BHK,,1385,2.0,2.0,48.48
3,1.0,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,68.0
3,1.0,Magadi Road,3 BHK,Bilya A,1282,2.0,2.0,49.0
3,1.0,Mico Layout,9 BHK,Amsomun,5000,9.0,3.0,210.0
0,1.0,7th Block Jayanagar,5 Bedroom,,3000,3.0,1.0,528.0
3,1.0,Kanakpura Road,2 BHK,Shdhia ,1135,2.0,1.0,39.73
0,0.0,Whitefield,3 BHK,,1768,3.0,2.0,101.0
0,1.0,Byatarayanapura,3 BHK,Foconna,1325,2.0,1.0,90.0
3,0.0,Electronic City,3 BHK,Prarkun,1599,3.0,2.0,99.0
2,0.0,Whitefield,3 Bedroom,,1500,3.0,1.0,61.95
2,1.0,2nd Phase JP Nagar,3 Bedroom,,2610,3.0,0.0,499.0
3,1.0,Uttarahalli,2 BHK,,1286,2.0,2.0,63.0
0,1.0,Kammanahalli,5 BHK,,2845,5.0,1.0,140.0
3,1.0,K G Colony,3 BHK,Aincy R,1600,2.0,,50.0
3,0.0,Hennur Road,2 BHK,Shxorm ,1195 - 1440,2.0,0.0,63.77
3,1.0,Hebbal,3 BHK,Brium C,3450,5.0,2.0,260.0
3,0.0,Munnekollal,2 BHK,Sadhii ,1102,2.0,2.0,53.67
3,1.0,Yelahanka,2 BHK,Sahanra,1350,2.0,2.0,54.0
3,1.0,Banashankari,3 BHK,,1200,2.0,2.0,42.0
2,1.0,Hosa Road,6 Bedroom,,1300,6.0,0.0,145.0
2,1.0,Herohalli,2 Bedroom,,1800,1.0,1.0,80.0
0,1.0,Chikkabanavar,2 BHK,,950,2.0,1.0,40.0
3,0.0,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,27.25
0,1.0,Attibele,2 BHK,Jae 2hu,656,2.0,1.0,25.0
2,1.0,Marathahalli,4 Bedroom,,1780,4.0,3.0,175.0
3,1.0,3rd Block Hrbr Layout,2 BHK,Icncy R,1056,2.0,1.0,80.0
3,0.0,Bannerghatta Road,1 BHK,Hiatei ,595,1.0,1.0,33.32
0,1.0,Ittamadu,2 BHK,,1080,2.0,2.0,50.0
3,0.0,7th Phase JP Nagar,3 BHK,Puarero,2225,3.0,1.0,160.0
3,0.0,Bommasandra,2 BHK,DSoodil,1126,2.0,1.0,28.15
3,1.0,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,84.0
2,1.0,HRBR Layout,4 Bedroom,,2000,4.0,1.0,300.0
3,1.0,Sarjapur  Road,3 BHK,PuineSu,1550,3.0,3.0,100.0
3,1.0,,3 BHK,Grare S,1600,3.0,2.0,86.0
0,1.0,Ashwini layout,2 BHK,,1160,2.0,1.0,55.0
0,1.0,Whitefield,4 Bedroom,PrOakSi,4144,4.0,3.0,315.0
3,1.0,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,125.0
3,1.0,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,69.3
2,1.0,Sarjapur  Road,4 Bedroom,LGestbo,2230,4.0,3.0,225.0
3,1.0,Marathalli bridge,3 BHK,,1544,3.0,,120.0
3,0.0,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,58.7
3,1.0,Marathahalli,2 BHK,Aahts H,1230,2.0,2.0,80.0
2,1.0,T.C PALYA,2 Bedroom,,1200,2.0,0.0,65.0
3,1.0,Harlur,3 BHK,,1460,3.0,1.0,73.0
2,0.0,Sarjapur  Road,,Asiss B,1200 - 2400,,,34.185
0,1.0,Gottigere,2 BHK,,967,2.0,3.0,45.0
0,1.0,Byatarayanapura,1 Bedroom,,540,1.0,1.0,36.0
3,0.0,Hormavu,1 BHK,Kolisl ,715,1.0,2.0,46.0
3,1.0,Whitefield,3 BHK,Toindls,2500,3.0,2.0,313.0
3,1.0,Dooravani Nagar,3 BHK,Puceswn,1578,3.0,1.0,180.0
3,1.0,Mysore Road,2 BHK,,1020,2.0,1.0,48.95
3,1.0,Jigani,2 BHK,i1odsne,1020,2.0,1.0,40.0
3,1.0,Koramangala,2 BHK,Ansna K,1253,2.0,1.0,102.0
3,1.0,JCR Layout,2 BHK,ARnamru,1180,2.0,2.0,42.0
3,1.0,Nehru Nagar,2 BHK,Veyalin,961,2.0,2.0,38.0
0,1.0,Kanakapura,3 BHK,,1419,3.0,3.0,75.0
3,1.0,Harlur,3 BHK,SomonCi,1709,3.0,2.0,150.0
2,1.0,Papareddipalya,2 Bedroom,,1600,2.0,0.0,115.0
3,0.0,Venkatapura,1 BHK,,416,1.0,1.0,18.5
1,1.0,Sanjay nagar,2 BHK,,1100,2.0,2.0,98.0
3,1.0,HSR Layout,3 BHK,,1430,2.0,1.0,65.0
3,1.0,Sneha Colony,2 BHK,Daill S,1260,2.0,2.0,45.0
0,1.0,RMV Extension,3 BHK,DSureSi,1630,3.0,2.0,85.0
3,0.0,Sarjapur  Road,3 BHK,Soini T,1249,3.0,2.0,44.71
3,1.0,Kalena Agrahara,3 BHK,MancyRe,1450,2.0,3.0,85.0
3,0.0,Konanakunte,3 BHK,Prasa W,2791,3.0,1.0,223.0
3,1.0,Hosapalya,1 BHK,,600,1.0,0.0,90.0
0,1.0,Ashwini layout,1 BHK,Kaantth,834,1.0,1.0,60.0
2,1.0,Doddagubbi,3 Bedroom,,1125,4.0,1.0,70.0
3,1.0,Arekere,3 BHK,,2060,3.0,2.0,140.0
3,0.0,Malleshwaram,7 BHK,,12000,7.0,3.0,2200.0
0,1.0,Gottigere,2 BHK,Drente ,891,2.0,1.0,25.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,1.0,49.07
0,1.0,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,37.0
3,0.0,Sector 6 HSR Layout,4 BHK,,3000,5.0,2.0,260.0
2,1.0,Brookefield,4 Bedroom,,2440,5.0,2.0,425.0
0,1.0,Vidyaranyapura,2 BHK,,1200,2.0,2.0,55.0
3,1.0,Thanisandra,2 BHK,,1075,2.0,2.0,45.8
3,1.0,Kaggadasapura,2 BHK,,1140,2.0,2.0,40.0
2,1.0,Margondanahalli,5 Bedroom,,940,4.0,2.0,150.0
2,1.0,ITI Layout,6 Bedroom,,2160,5.0,1.0,250.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,SGandea,1090,2.0,1.0,42.0
0,1.0,R.T. Nagar,4 Bedroom,,1500,4.0,1.0,70.0
3,1.0,Whitefield,4 BHK,,4104,4.0,2.0,360.0
3,1.0,Whitefield,3 BHK,,1790,3.0,,100.0
3,0.0,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,134.0
0,1.0,HRBR Layout,2 BHK,Eline P,1374,2.0,2.0,95.0
1,1.0,Bannerghatta Road,3 BHK,,1445,3.0,2.0,95.0
3,0.0,Kanakapura,1 BHK,GoityEt,711,1.0,1.0,36.0
3,1.0,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,95.0
3,1.0,Whitefield,3 BHK,Gotis A,1720,3.0,3.0,100.0
3,1.0,Vasanthapura,3 BHK,,1400,3.0,2.0,60.0
0,1.0,Kundalahalli,2 BHK,,1030,2.0,2.0,49.0
3,1.0,Mysore Road,2 BHK,PrntaEn,1200,2.0,1.0,85.0
1,0.0,Hosahalli,3 BHK,NSezeBr,1375,3.0,2.0,70.0
2,1.0,Hegde Nagar,2 Bedroom,,1050,1.0,,56.0
3,1.0,Jalahalli,3 BHK,Tahtsla,2250,3.0,2.0,160.0
3,1.0,Bellandur,2 BHK,Sronda ,1000,2.0,2.0,50.0
3,1.0,Jalahalli West,1 BHK,Prntsax,469,1.0,0.0,25.0
3,1.0,Marathahalli,4 BHK,PueraRi,3800,4.0,3.0,250.0
3,1.0,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,29.0
3,1.0,GM Palaya,3 BHK,Chnts A,1820,2.0,3.0,86.0
0,1.0,Singasandra,3 BHK,,1440,2.0,3.0,65.0
3,1.0,near Ramanashree California resort,6 BHK,,3600,4.0,1.0,160.0
0,1.0,Malleshwaram,4 BHK,GaityEt,2500,5.0,2.0,325.0
3,0.0,Mahadevpura,2 BHK,,1225,2.0,2.0,48.0
2,1.0,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,,4000,3.0,1.0,660.0
1,1.0,Chikkalasandra,2 BHK,,875,2.0,3.0,52.8
3,1.0,Jalahalli East,1 BHK,ShshaSa,750,1.0,2.0,40.0
3,1.0,6th Phase JP Nagar,2 BHK,,1180,2.0,3.0,80.0
3,1.0,Haralur Road,2 BHK,,1194,2.0,2.0,47.0
3,1.0,Hennur Road,3 BHK,,1500,2.0,2.0,62.0
3,1.0,Poornapragna Housing Society Layout,2 BHK,,1160,2.0,2.0,52.2
0,1.0,Arekere,9 Bedroom,,4125Perch,9.0,,265.0
3,1.0,Hosakerehalli,3 BHK,Taonte ,2378,3.0,1.0,262.0
3,1.0,Sarjapur,2 BHK,Ahownve,1128,2.0,1.0,60.0
3,1.0,Hebbal,3 BHK,Cevely ,1500,3.0,1.0,150.0
0,0.0,Huskur,3 BHK,,1220,2.0,1.0,35.23
3,1.0,Sarjapur  Road,2 BHK,,1210,2.0,2.0,58.0
3,0.0,Kanakpura Road,3 BHK,PrarePa,1100,2.0,1.0,58.0
3,1.0,Bommasandra,3 BHK,Vaodspe,1200,3.0,2.0,46.0
0,0.0,Haralur Road,4 BHK,SNnia E,3385,5.0,,260.0
3,1.0,Nagondanahalli,3 BHK,DSldsen,1641,3.0,2.0,66.0
3,1.0,Horamavu Agara,2 BHK,,1200,2.0,1.0,45.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,NaonySy,1260,2.0,1.0,67.39
3,1.0,Mahadevpura,3 BHK,,1720,3.0,3.0,78.0
3,1.0,Yelahanka,2 BHK,Rarthne,1120 - 1145,2.0,0.0,48.13
3,1.0,Yelahanka,2 BHK,Pyikad ,1210,2.0,1.0,45.98
0,1.0,Indira Nagar,4 Bedroom,,2200,4.0,2.0,200.0
3,1.0,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,45.0
0,1.0,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,130.0
3,1.0,Shanthala Nagar,2 BHK,Malex C,1630,2.0,2.0,200.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1141,2.0,2.0,38.55
3,0.0,Shantiniketan Layout,3 BHK,,2072,3.0,2.0,108.0
3,0.0,JP Nagar,5 BHK,Pehtsa ,4400 - 6640,,,375.0
0,1.0,Herohalli,3 Bedroom,,1200,2.0,0.0,70.0
3,1.0,Teachers Colony,3 BHK,,1350,3.0,0.0,77.0
0,0.0,Bettahalsoor,4 Bedroom,Toainnt,3090 - 5002,4.0,0.0,445.0
3,0.0,Srinivasa Nagar,3 BHK,,1180,2.0,2.0,78.34
0,1.0,Yelahanka,3 BHK,Edreelm,35000,3.0,3.0,130.0
3,1.0,Langford Town,2 BHK,,1355,2.0,2.0,115.0
2,1.0,Sulthangunta,1 Bedroom,,600,1.0,0.0,50.0
2,1.0,Hormavu,7 Bedroom,,1200,7.0,,150.0
3,1.0,Bannerghatta Road,3 BHK,,1640,2.0,1.0,120.0
2,1.0,Byrathi Village,5 Bedroom,,1200,5.0,0.0,100.0
3,1.0,Kodichikkanahalli,3 BHK,,1190,2.0,2.0,57.0
2,1.0,OMBR Layout,4 Bedroom,,2400,4.0,2.0,375.0
3,1.0,Marathahalli,2 BHK,,1019,2.0,2.0,49.85
3,1.0,Ambedkar Colony,3 BHK,RMcesa ,1875,3.0,2.0,165.0
3,0.0,Akshaya Nagar,3 BHK,,1250,3.0,2.0,40.0
2,1.0,Brookefield,3 Bedroom,Krreera,1200,3.0,2.0,140.0
3,1.0,Whitefield,2 BHK,PaantPl,1140,2.0,1.0,56.0
3,1.0,Lingadheeranahalli,3 BHK,Soiewre,1683,3.0,1.0,109.0
3,1.0,Kaggadasapura,3 BHK,Golmsoy,1515,3.0,,83.3
3,0.0,Hoodi,4 BHK,Caycend,2118,4.0,2.0,111.0
0,1.0,Bannerghatta Road,4 Bedroom,,1380,3.0,0.0,58.0
3,1.0,Varthur Road,2 BHK,,1083,2.0,2.0,61.75
2,1.0,Anjappa Layout,2 Bedroom,,600,2.0,1.0,55.0
0,1.0,Avalahalli,3 BHK,Sohea A,2300,3.0,3.0,120.0
3,1.0,Prakruthi Nagar,2 BHK,MSvelek,1240,2.0,2.0,60.0
3,1.0,Surabhi Layout,3 BHK,VDdonel,1750,3.0,1.0,120.0
3,0.0,Sadaramangala,2 BHK,,1230,2.0,,43.48
2,0.0,Anjanapura,3 Bedroom,,1500,3.0,1.0,139.0
3,1.0,Abbigere,2 BHK,SLtias ,985,2.0,1.0,40.39
2,1.0,Tindlu,3 Bedroom,Hentye ,1500,2.0,1.0,87.0
0,0.0,Electronic City,2 BHK,,1125,2.0,1.0,32.49
0,1.0,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,1.0,44.0
3,0.0,JP Nagar,5 BHK,Pehtsa ,4400 - 6800,,,548.5
